salary,type,link,job_name
月給20万円〜40万円,正社員,https://job.yahoo.co.jp/company/1100038029/jobs/7359176ad56c3d5acfa63b8de89d8aa535553ff42a26db67b44cc1b1f4ae0d34?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,インフラエンジニア（インフラ設計・構築・運用）サポート事務、各種打ち合わせなど
大阪市・,正社員,https://c.stanby.com/v2/adpage?id=1387068018070167556&hid=6bf0fa2c645f4c942ebcc1685ca2ef3c22a228f053787c135431b69de68b1cd6&tm=1570371785985,サポートデスク・サーバー・NWエンジニア／年休120日以上
大阪市淀川区西中島,正社員,https://c.stanby.com/v2/adpage?id=1387068018070167557&hid=5b95820da8d2ec783ad23d94883fceb6a66a6af7b7f2f2719740fcdb114649d9&tm=1570371785985,【ITサポート事務】☆未経験OK☆土日祝休み☆残業少なめ☆20代が活躍中♪
月給19万円〜25万円,年収216万円〜,https://c.stanby.com/v2/adpage?id=1387068018070167558&hid=70e31425be152e70d45b410a000e23037db8d3e0a57d30e2cef3fb1f910baf0c&tm=1570371785985,【西日本】移動体通信エンジニア※京セラGの安定基盤／正社員登用実績良好
月給19万円〜25万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047296&hid=bbb3627b0976ff3e4be2c8c1695b91e8b82d1f51a7afd5b659052e39812ce894&tm=1570371798825,《肥後橋駅》｜一般事務｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
月給23.5万円〜24.5万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047297&hid=f6f709832602219dc5392f503ddcc9a2ced9ca8feab3bd6df485039ae9a0eedd&tm=1570371798825,インフラエンジニア／年間休日125日・男性の育休取得率25％
月給19万円〜25万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047298&hid=e840cd7fd19d6615f0219a55e7d73d293c25b6e9525f0e7cb7c6111f0c174d0d&tm=1570371798825,《本町駅》｜テクニカルサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
月給30万円〜78万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047299&hid=8c75940f5fe7960c3775d4df3a845c3f6bbc91e4f3e2d7db381ecd7725a2dedf&tm=1570371798825,自分の志向に合った仕事で成長しよう！インフラエンジニア
年収300万円〜600万円,正社員,https://job.yahoo.co.jp/company/1600000768/jobs/34c4fe19bc57b3a9b28c80115ac90529b6d89e39d51528be98c590c4cdc5dd60?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ITエンジニア（ITインフラの設計・構築／運用・保守）【大阪勤務】
月給20万円〜60万円,正社員,https://job.yahoo.co.jp/company/1100038029/jobs/7359176ad56c3d5acfa63b8de89d8aa535553ff42a26db67b44cc1b1f4ae0d34?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,インフラエンジニア（インフラ設計・構築・運用）サポート事務、各種打ち合わせなど
年収300万円〜549万円,正社員,https://job.yahoo.co.jp/jobs/detail/481f258a54b12a5f70408386e102a871128b135dfc4d70a149faa399bb76e2e9?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,業界未経験OK/インフラエンジニア今の給与の3倍は狙える/時代はIT以外に何もない。/英語も活かせる・学べる！
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/f28f20cc019dd3100190e2daa43272d384453406d29d78aa4a8a7f42e99e406d?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《肥後橋駅》｜テクニカルサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
非掲載,正社員,https://job.yahoo.co.jp/jobs/detail/6aa1d4a7b7c88d1f5dc2e63df337ba78df43757478055d9a5571e450751b9d7f?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,インフラエンジニア/今の給与の3倍は狙える/時代はIT以外に何もない。/英語も活かせる・学べる！
年収400万円〜900万円,正社員,https://job.yahoo.co.jp/jobs/detail/c32c39ca3a0e2e429b3816b8961206feb3a74d3134eb32d9b8b8f7699d422082?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,通信インフラ企画、設計（有線）／通信インフラ企画、設計（無線）
年収450万円〜700万円,正社員,https://job.yahoo.co.jp/company/1000007894/jobs/d438a28117e7041a9c4be61ed9247e1b750fed3709e81ad12a110432193f7b88?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【【大阪】インフラエンジニア／グローバルITエンジニアとして英語を活かして働きませんか？】
年収401万円〜600万円,正社員,https://job.yahoo.co.jp/company/2000007481/jobs/5ea7060ca5f62a777ec2f2498e72617e0197108e01ea6833d434b8624d58d71b?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【大阪】IT営業※残業月平均10〜20h程度
月給23.2万円〜,派遣社員,https://job.yahoo.co.jp/jobs/detail/a7b795d4a381eb9ab025c0a37aad3d4010fb6b385bbf28c893cc599ec261381c?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【西梅田】時給1450円データセンター運用＊西梅田＊
"時給2,000円〜",派遣社員,https://job.yahoo.co.jp/jobs/detail/b17ca31ce01b1f492cf9586d34ce9b3a509634b3a57bea72d01371c370febcb4?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワークエンジニア【日本橋】時給2000円/データ設計・投入、ファイル更新
年収300万円〜600万円,正社員,https://job.yahoo.co.jp/company/1600000768/jobs/07528f6175454ed1f214fe03ea55b1d137aa6f109285be86948813ca8c80252a?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ITエンジニア（ITインフラの設計・構築／運用・保守）【大阪勤務】ニスコム株式会社
月給21.5万円〜27万円,非掲載,https://job.yahoo.co.jp/jobs/detail/2decfa383f2cce84836626d1ad2e8afcaa97e9de4c46c76cd8413feb918f3772?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【大阪】統合運用管理製品『Hinemos』の維持開発、保守業務（法人システム事業部）
月給19万円〜25万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047300&hid=a9c243822cda27cae2f8cf65162086b38c30aaf1d5a08a8b15bb706af55780fb&tm=1570371798825,ITエンジニア（未経験歓迎）／残業ほぼなし／2カ月研修
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047301&hid=1a57e4c8e53977f714003722c982f7125213d68fb23f1aedc1863943505874cd&tm=1570371798825,《淀屋橋駅》｜テクニカルサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068071925047302&hid=93732ebea2ac030e791450ae932b68d1fd5cf7af6b66a6bf85649a3b5f77341b&tm=1570371798825,《淀屋橋駅》｜ネットワークサーバー設計構築運用保守｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606208&hid=adac1befe671c5a08b8e4ad9335abe574a5b7f670fc5e29e30fd69c456069675&tm=1570371817474,《淀屋橋駅》｜その他のシステムソフトフェア関連職｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606209&hid=d1f3a65733f96791ba77bc51ddbabb620c80d13e249d7654672c72e755d3fd1f&tm=1570371817474,《本町駅》｜ネットワークサーバー設計構築運用保守｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606210&hid=e8c9175041915cf446a242dd9eee0369640b201f1740c7934a9e8dd134edd2b9&tm=1570371817474,《本町駅》｜テクニカルサポート｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606211&hid=ada3e636fa168fc19a16c32c2a88fc4641fd60bcbc9f7edf11588cebdd61f5bb&tm=1570371817474,《淀屋橋駅》｜ネットワークサーバー設計構築運用保守｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/4ce0042fa381c32d8350f00c568d693c879adc2b711cf40a34721475b30ca8c3?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《淀屋橋駅》｜一般事務｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
年収200万円〜350万円,正社員,https://job.yahoo.co.jp/company/1000057244/jobs/4ea0d1738e58c03fe06b6d82fcad591e7d318200d769d4eeb84fc6f15ec9e1a2?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク設計、構築／ネットワーク監視、運用、保守
年収450万円〜700万円,正社員,https://job.yahoo.co.jp/company/1000007894/jobs/d438a28117e7041a9c4be61ed9247e1b750fed3709e81ad12a110432193f7b88?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【【大阪】インフラエンジニア／グローバルITエンジニアとして英語を活かして働きませんか？】
"時給1,500円〜1,900円",派遣社員,https://job.yahoo.co.jp/jobs/detail/5be8360626d11ddc5444749ee418fdfe6beb0de4bcb820ac8db9330edd54893c?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,運用管理・保守IT業界への第一歩◎若手活躍中♪アプリの保守！時給1900～×日払
年収401万円〜600万円,正社員,https://job.yahoo.co.jp/company/2000007481/jobs/944dabbd8d5393c4acb08b870c9ef710145bf2f0d0dd47992191966ca8d89b45?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【大阪】IT営業※残業月平均10～20h程度パーソルプロセス&テクノロジー株式会社
年収400万円〜800万円,年収400万円〜700万円,https://job.yahoo.co.jp/jobs/detail/19cca16002d2d2ca8dcc111134fc7eb0a185c005f83419b48c2e95ac9a3f73be?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【大阪】PM・PLインフラ系
月給20万円〜,正社員,https://job.yahoo.co.jp/company/1110004298/jobs/c919bd6b7f8f3dbb274ae746bb6551f8a0dc8cec4eae4d2b29f94645ed755187?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク設計、構築／サーバー設計、構築
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000020288/jobs/82c04fbfd6565dbc9b84b4f2e14015add5d40baf65f458b2daa584676c65d600?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【【大阪】エンジニア(サーバ設計・構築)／働きやすい環境◎上流フェーズから下流まで幅広く携わることができます！】
年収200万円〜300万円,年収300万円〜600万円,https://job.yahoo.co.jp/jobs/detail/d352f46f556f0023c37405d0579cc9f3e7eed81de4a185cabf4827f90f9a303d?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【大阪】インフラ系SE
年収300万円〜700万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/ac891724c4abf70652d9179eda7b396e87dd117155f4dc52ca71e5cf85e402b1?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《淀屋橋駅》｜テクニカルサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
月給20万円〜28万円,正社員,https://job.yahoo.co.jp/jobs/detail/d4c365da1731ac284d63cfc4bd166615b2b4a945bb86dd6147bf20a68312861b?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー、マシン運用、保守／ネットワーク監視、運用、保守
月給20万円〜28万円,正社員,https://job.yahoo.co.jp/company/1500121499/jobs/e7f971827fb2a9d3bcdca74a42213737116c9162557fe800088ef4bc1f354ec4?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【【大阪】インフラエンジニア／上流工程・プライム案件多数！無借金経営、転勤なし、社員定着率9割を誇ります！】
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606212&hid=f3b7d65cb62570acdf24e39e83f7299f6319dbaf6a9421785a0fd76279bf31ad&tm=1570371817474,《本町駅》｜その他のシステムソフトフェア関連職｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068150144606213&hid=c6fa5166414aa314bbd9ea4f4b499210eb39ec6d363c6ba615d1308fd3d17954&tm=1570371817474,《肥後橋駅》｜テクニカルサポート｜テクニカルサポート(大阪)【年間休日120日以上完全週休二日制】
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058688&hid=e59763e35db8db5ee55cbcb7dd3936186cf4fe0efbfeed5f3742c25eb14b6f70&tm=1570371836323,《荒本駅》【東大阪】サーバエンジニア～月給30万以上完全週休二日制～｜その他のネットワーク通信インフラ関連職
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058689&hid=bb55f40fcbcafef0679393faf70290a7e9eef92d0a5d51085e3662936d8305f2&tm=1570371836323,《荒本駅》【東大阪】サーバエンジニア～月給30万以上完全週休二日制～｜通信インフラ設計構築運用保守
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058690&hid=53f60b242d509f93c923059a8e13db1f6e262dcaea3844bffe6ccd8c7de199e8&tm=1570371836323,《荒本駅》【東大阪】サーバエンジニア～月給30万以上完全週休二日制～｜ネットワークサーバー設計構築運用保守
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058691&hid=ca49217bb3201dcbaeb7b2b5382df24029465bfc33c5d080d603751dcb00893d&tm=1570371836323,《長田駅》【東大阪】サーバエンジニア～月給30万以上完全週休二日制～｜ネットワークサーバー設計構築運用保守
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/6c8ae03bb401e41aef52d5b2a83cfc823b0d09351d4c1119196b29fb9658f315?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《本町駅》｜カスタマーサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
年収350万円〜500万円,正社員,https://job.yahoo.co.jp/jobs/detail/8fb9c2729e9a972480fdb7ad03c1921947e48dfd2f5561afefc7ef51f641e6cb?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サービスエンジニア（家電、PC、モバイル機器）／システム営業、セールスエンジニア
非掲載,正社員,https://job.yahoo.co.jp/jobs/detail/3d0be7cce7bfbacded720c2b4627d1196ae684bf384a3950d77165abd0db7362?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー設計、構築／ネットワーク監視、運用、保守
年収300万円〜450万円,正社員,https://job.yahoo.co.jp/jobs/detail/a3cbb84f1dfd6430a0f4177aa37ace49c57a849d9af3bee4f9f5c20451d0c166?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー、マシン運用、保守／サーバー、マシン運用、保守
年収400万円〜700万円,正社員,https://job.yahoo.co.jp/company/1100016443/jobs/9da4b887315b4b19cb89f3a08b8155d81a0908bf37086767bf909f2475e92125?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク監視、運用、保守
年収500万円〜,正社員,https://job.yahoo.co.jp/company/1110007036/jobs/b481a03a30a8ec6b3ee9e3cdebbbb165b17d7a4ba90818a7206b1d9d54a8e7e3?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー設計、構築
年収300万円〜500万円,正社員,https://job.yahoo.co.jp/jobs/detail/14c3e82c0800932efa85f0cec06dc8ec60decdee4caff5229b6caa6d80ae66b9?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,セキュリティシステムSE／ネットワーク設計、構築
年収300万円〜400万円,正社員,https://job.yahoo.co.jp/jobs/detail/981f6128fec176139337ac6dabdacc249762667b4a4c7892a035721f14dfaaf5?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,通信インフラ企画、設計（有線）／セキュリティシステムSE
年収450万円〜900万円,正社員,https://job.yahoo.co.jp/jobs/detail/7f43091b734a757261f6a5cc3a9051905195401b003335860dcc1af1519e0910?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー設計、構築／サーバー、マシン運用、保守
年収350万円〜550万円,正社員,https://job.yahoo.co.jp/company/1000006940/jobs/7833367b67079cf81d1002ae54b0838698aa5dbef2ed9b18826043260ad33d37?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー、マシン運用、保守／社内システム開発、運用
非掲載,正社員,https://job.yahoo.co.jp/jobs/detail/73f2f0bcd7cf0be95387ff73d11621b71f4cbc0d2a904bc596872b078000da29?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー設計、構築／セキュリティシステムSE
年収300万円〜400万円,正社員,https://job.yahoo.co.jp/jobs/detail/15cac4968bed704fbdbe0ba91368df68e747f652b9dcb710cb1622a4fd0f550c?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,コンサルティング営業、企画営業
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058692&hid=d00799c4b81882a4cda70066bb3e9391ab837eded37fc0797e3a5d83f160ad67&tm=1570371836323,《大阪駅》未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜通信インフラ設計構築運用保守
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058693&hid=f7f632b219ed3edb587b90039d7a789a41f290e67bb5d91a0a9cc80b797f2854&tm=1570371836323,通信インフラ設計構築運用保守｜未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜《北新地駅》
年収360万円〜600万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058694&hid=11e4d942d63f4fccb97c93a643f3140b646366907f13dba24ff808130a3f73d9&tm=1570371836323,《長田駅》｜通信インフラ設計構築運用保守｜【東大阪】サーバエンジニア～月給30万以上完全週休二日制～
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068229203058695&hid=a0f5c4c39d9df5c675f27b2bb29f0816f163d9db798e5edac6942a816bcae2b8&tm=1570371836323,ネットワークサーバー設計構築運用保守｜未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜《北新地駅》
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068339756523520&hid=c4ec1e3aafcd0c99a142cd6d2e73e37fbbd5992c9a5dada1127ea898fe0317e9&tm=1570371862681,《大阪駅》未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜ネットワークサーバー設計構築運用保守
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068339756523521&hid=57f4291f044ed2f42b2063136951033af858c4e7573d5c4178c7d8d769a1e5ea&tm=1570371862681,通信インフラ設計構築運用保守｜未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜《大阪駅》
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068339756523522&hid=75da7407eb299feea9f3055b3f8e4aac648f4ecd7db56723ab7b2e89274e262f&tm=1570371862681,《北新地駅》未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜その他のシステムソフトフェア関連職
年収222万円〜396万円,正社員,https://c.stanby.com/v2/adpage?id=1387068339756523523&hid=d681a32f077018e106797ad6b0142bdc9c97e8d99c0c991a05910310a0830221&tm=1570371862681,《西梅田駅》未経験歓迎学歴不問経験不問未経験から目指すエンジニア｜その他のシステムソフトフェア関連職
年収350万円〜550万円,正社員,https://job.yahoo.co.jp/company/1000006940/jobs/7833367b67079cf81d1002ae54b0838698aa5dbef2ed9b18826043260ad33d37?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,サーバー、マシン運用、保守／社内システム開発、運用
年収300万円〜400万円,正社員,https://job.yahoo.co.jp/jobs/detail/981f6128fec176139337ac6dabdacc249762667b4a4c7892a035721f14dfaaf5?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,通信インフラ企画、設計（有線）／セキュリティシステムSE
年収200万円〜450万円,契約社員,https://job.yahoo.co.jp/company/1000000380/jobs/48e73ac10cea4b7e0aa8c9c400599781d90c36fa6cfa3fe2931e5bbb4e880c27?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク設計、構築／ネットワーク設計、構築
月給21.5万円〜23万円,正社員,https://job.yahoo.co.jp/jobs/detail/91b8bbaf989bd9d6cca3afffa464dbf95ec5bbdc950a47f5c1937502a0c46b9f?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ITエンジニアインセンティブあり｜残業月7.4h｜年休125日｜社会人デビュー歓迎！
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/87b84240dcfbd7f25ae83658accc4aa7fcb0a192e1d181deb487423b087dcd08?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《淀屋橋駅》｜カスタマーサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
年収300万円〜750万円,正社員,https://job.yahoo.co.jp/jobs/detail/fc67e7c3f67f0d5b4765ccd2687d7448a6f088a54b0154947700450317d622c9?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク監視、運用、保守／ネットワーク設計、構築
年収300万円〜700万円,正社員,https://job.yahoo.co.jp/jobs/detail/0d8bfc334e992d94e4f21b521ec7c5348aa4a242ef53d46184d4c55990849dcb?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク設計、構築／サーバー設計、構築
月給20万円〜,正社員,https://job.yahoo.co.jp/company/1000020288/jobs/438c81f35f7fd3428cc12c210f989b4effd85504b52a8346137c389b3a436bb0?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,【【大阪】エンジニア(ネットワーク設計・構築)／働きやすい環境◎上流フェーズから下流まで幅広く携わることができます！】
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/f28f20cc019dd3100190e2daa43272d384453406d29d78aa4a8a7f42e99e406d?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《肥後橋駅》｜テクニカルサポート｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
非掲載,正社員,https://job.yahoo.co.jp/jobs/detail/5f055887d6c3e2421e189e2dc191d95d6c29b00aaf6b9f3f86d550c0db5c4917?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,ネットワーク監視、運用、保守／サーバー、マシン運用、保守
月給19万円〜25万円,正社員,https://job.yahoo.co.jp/company/1000018225/jobs/811078b3fbf6e4aea104f8ce7e83536d4b4f8e4131a6cfe6116b7b1d2faf3e6d?keyword=LPI&l=%E5%A4%A7%E9%98%AA%E5%BA%9C&side=1,《本町駅》｜一般事務｜ITオフィースワーク(大阪)【年間休日120日以上完全週休二日制】
